title,make,model,year,condition,transmission,price
Toyota Camry 2011 Red,Toyota,Camry,2011,foreign used,automatic,"₦ 10,900,000"
Lexus RX 2007 Beige,Lexus,RX,2007,local used,automatic,"₦ 8,500,000"
Toyota Camry LE (2.5L 4cyl 8A) 2019 Brown,Toyota,Camry LE,2019,foreign used,automatic,"₦ 20,000,000"
BMW F-Series 2012 Black,BMW,F-Series,2012,local used,automatic,"₦ 16,500,000"
Toyota Corolla 2007 Blue,Toyota,Corolla,2007,local used,automatic,"₦ 5,500,000"
Toyota Avalon Limited Sedan FWD (3.5L 6cyl 6A) 2009 Beige,Toyota,Avalon Limited,2009,local used,automatic,"₦ 5,500,000"
Toyota RAV4 Limited AWD (2.5L 4cyl 6A) 2016 Burgundy,Toyota,RAV4 Limited,2016,foreign used,automatic,"₦ 24,000,000"
Lexus RX 330 2005 Brown,Lexus,RX 330,2005,local used,automatic,"₦ 7,500,000"
Toyota RAV4 1.8 2005 Red,Toyota,RAV4 1,2005,local used,automatic,"₦ 3,900,000"
Toyota Tacoma Double Cab Long Automatic 4x4 2007 Red,Toyota,Tacoma Double,2007,local used,automatic,"₦ 14,500,000"
Honda Pilot 2016 Black,Honda,Pilot,2016,foreign used,automatic,"₦ 22,800,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 White,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 92,000,000"
Mercedes-Benz C300 2023 Black,Mercedes-Benz,C300,2023,foreign used,automatic,"₦ 54,000,000"
Toyota Camry 2011 Blue,Toyota,Camry,2011,local used,automatic,"₦ 7,800,000"
Toyota Camry 2019 Black,Toyota,Camry,2019,local used,automatic,"₦ 19,000,000"
Toyota Camry 2020 White,Toyota,Camry,2020,foreign used,automatic,"₦ 34,500,000"
Toyota Corolla 2009 Red,Toyota,Corolla,2009,local used,automatic,"₦ 8,000,000"
Honda Accord 2006 Silver,Honda,Accord,2006,local used,automatic,"₦ 4,500,000"
Toyota Corolla 2006 Silver,Toyota,Corolla,2006,local used,automatic,"₦ 5,500,000"
Peugeot 508 2015 Black,Peugeot,508,2015,local used,automatic,"₦ 12,000,000"
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,local used,automatic,"₦ 8,500,000"
Toyota Sienna XLE 7 Passenger Auto Access Seat (3.5L 6cyl 6A) 2016 Red,Toyota,Sienna XLE,2016,local used,automatic,"₦ 23,000,000"
Toyota Highlander V6 4x4 2007 Blue,Toyota,Highlander V6,2007,foreign used,automatic,"₦ 12,400,000"
Toyota Matrix Hatchback FWD (1.8L 4cyl 5M) 2009 Black,Toyota,Matrix Hatchback,2009,local used,automatic,"₦ 7,000,000"
Mercedes-Benz GLK-Class 2012 White,Mercedes-Benz,GLK-Class,2012,foreign used,automatic,"₦ 12,500,000"
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 Blue,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 26,500,000"
Chevrolet Malibu 2005 Black,Chevrolet,Malibu,2005,local used,automatic,"₦ 5,200,000"
Toyota Camry 2011 Blue,Toyota,Camry,2011,local used,automatic,"₦ 6,800,000"
Mercedes-Benz C300 Base 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 White,Mercedes-Benz,C300 Base,2016,foreign used,automatic,"₦ 19,500,000"
Lexus RX 350 AWD 2014 Burgundy,Lexus,RX 350,2014,foreign used,automatic,"₦ 26,000,000"
Ford Edge Limited 4dr AWD (3.5L 6cyl 6A) 2013 White,Ford,Edge Limited,2013,foreign used,automatic,"₦ 10,900,000"
Toyota Tacoma 2018,Toyota,Tacoma,2018,foreign used,automatic,"₦ 40,900,000"
Honda Accord 2008 Gray,Honda,Accord,2008,local used,automatic,"₦ 3,700,000"
Toyota Camry 2004 Pink,Toyota,Camry,2004,local used,automatic,"₦ 3,450,000"
Honda Accord 2014 Silver,Honda,Accord,2014,local used,automatic,"₦ 8,800,000"
Lexus RX 350 2008 Gray,Lexus,RX 350,2008,local used,automatic,"₦ 8,600,000"
Mercedes-Benz M Class ML 350 4Matic 2007 Silver,Mercedes-Benz,M Class,2007,foreign used,automatic,"₦ 11,500,000"
Mercedes-Benz M Class 2015 Gray,Mercedes-Benz,M Class,2015,local used,automatic,"₦ 15,900,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6AM) 2007 White,Toyota,Camry XLE,2007,local used,automatic,"₦ 6,200,000"
Hyundai Sonata Sport 4dr Sedan (2.4L 4cyl 6A) 2015 White,Hyundai,Sonata Sport,2015,foreign used,automatic,"₦ 14,500,000"
Toyota Corolla 2015 Silver,Toyota,Corolla,2015,local used,automatic,"₦ 10,000,000"
Lexus IS 250 2008 Gray,Lexus,IS 250,2008,local used,automatic,"₦ 6,900,000"
Toyota Highlander 2016 Silver,Toyota,Highlander,2016,foreign used,automatic,"₦ 26,000,000"
Lexus RX 350 AWD 2017 Silver,Lexus,RX 350,2017,local used,automatic,"₦ 27,320,000"
Toyota Corolla 2016 Red,Toyota,Corolla,2016,foreign used,automatic,"₦ 15,500,000"
Toyota Land Cruiser 2010 White,Toyota,Land Cruiser,2010,local used,manual,"₦ 36,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2021 Black,Mercedes-Benz,GLE-Class GLE,2021,foreign used,automatic,"₦ 73,000,000"
Hyundai Sonata 2015 White,Hyundai,Sonata,2015,foreign used,automatic,"₦ 11,500,000"
Toyota Camry 2012 Gray,Toyota,Camry,2012,local used,automatic,"₦ 9,500,000"
Lexus IS 250 2008 Black,Lexus,IS 250,2008,local used,automatic,"₦ 6,500,000"
Hyundai Santa Fe Limited AWD 2017 White,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 19,800,000"
Toyota RAV4 2007 Gray,Toyota,RAV4,2007,local used,automatic,"₦ 8,000,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,foreign used,automatic,"₦ 13,200,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Silver,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 77,500,000"
Lexus RX 350 2011 White,Lexus,RX 350,2011,foreign used,automatic,"₦ 19,500,000"
Hyundai Elantra 2013 Black,Hyundai,Elantra,2013,foreign used,automatic,"₦ 10,500,000"
Toyota Camry 2014 Red,Toyota,Camry,2014,foreign used,automatic,"₦ 14,500,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,foreign used,automatic,"₦ 9,500,000"
Toyota Highlander 2012 Black,Toyota,Highlander,2012,local used,automatic,"₦ 14,500,000"
Hyundai Santa Fe Limited Ultimate AWD 2017 Silver,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 26,000,000"
Lexus ES 2016 Gold,Lexus,ES,2016,foreign used,automatic,"₦ 23,000,000"
Hyundai Santa Fe 3.3 SE 2008 Gray,Hyundai,Santa Fe,2008,local used,automatic,"₦ 4,950,000"
Nissan Frontier Automatic 2005 Black,Nissan,Frontier Automatic,2005,local used,automatic,"₦ 5,200,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,local used,automatic,"₦ 4,900,000"
Hyundai Sonata 2015 Blue,Hyundai,Sonata,2015,foreign used,automatic,"₦ 14,950,000"
Mercedes-Benz GLC-Class 2019 White,Mercedes-Benz,GLC-Class,2019,foreign used,automatic,"₦ 34,500,000"
Lexus RX 330 2006 Blue,Lexus,RX 330,2006,local used,automatic,"₦ 8,750,000"
Honda Accord 2009 Black,Honda,Accord,2009,local used,automatic,"₦ 4,400,000"
Lexus ES 2018 Gold,Lexus,ES,2018,foreign used,automatic,"₦ 24,200,000"
Hyundai Sonata 2016 White,Hyundai,Sonata,2016,foreign used,automatic,"₦ 14,999,999"
Honda Accord Crosstour 2012 White,Honda,Accord Crosstour,2012,foreign used,automatic,"₦ 12,500,000"
Land Rover Range Rover Sport 2017 Silver,Land,Rover Range,2017,foreign used,automatic,"₦ 40,000,000"
Toyota Tundra 2016 Gray,Toyota,Tundra,2016,foreign used,automatic,"₦ 43,000,000"
Toyota Avalon Touring FWD Sedan (3.6L 6cyl 6A) 2016 Black,Toyota,Avalon Touring,2016,local used,automatic,"₦ 16,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 75,000,000"
Acura MDX 2014 Blue,Acura,MDX,2014,foreign used,automatic,"₦ 16,500,000"
Ford Mustang BULLITT Fastback 2020 Black,Ford,Mustang BULLITT,2020,foreign used,automatic,"₦ 65,000,000"
Toyota RAV4 2017 Blue,Toyota,RAV4,2017,foreign used,automatic,"₦ 20,000,000"
Lexus ES 2006 Gold,Lexus,ES,2006,local used,automatic,"₦ 6,200,000"
Ford Edge 2008 Blue,Ford,Edge,2008,local used,automatic,"₦ 4,800,000"
Toyota Camry 2013 Blue,Toyota,Camry,2013,foreign used,automatic,"₦ 13,500,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,foreign used,automatic,"₦ 9,500,000"
Mercedes-Benz C300 Base C300 AWD 4MATIC Sedan 2018 Silver,Mercedes-Benz,C300 Base,2018,foreign used,automatic,"₦ 25,000,000"
Toyota Tacoma TRD Sport 2017 Beige,Toyota,Tacoma TRD,2017,foreign used,automatic,"₦ 35,000,000"
Acura MDX 2010 Gray,Acura,MDX,2010,foreign used,automatic,"₦ 11,000,000"
Lexus ES 350 2009 Silver,Lexus,ES 350,2009,local used,automatic,"₦ 8,500,000"
Toyota Camry 2002 Gray,Toyota,Camry,2002,local used,automatic,"₦ 2,100,000"
Toyota Corolla LE Premium 4dr Sedan (1.8L 4cyl CVT) 2015 Black,Toyota,Corolla LE,2015,foreign used,,"₦ 16,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2015 White,Toyota,Camry SE,2015,foreign used,automatic,"₦ 15,500,000"
Toyota Sienna 2011 Silver,Toyota,Sienna,2011,foreign used,automatic,"₦ 13,800,000"
Hyundai Sonata SE 2019 Blue,Hyundai,Sonata SE,2019,foreign used,automatic,"₦ 16,900,000"
Mercedes-Benz C300 2012 Black,Mercedes-Benz,C300,2012,foreign used,automatic,"₦ 13,900,000"
Mazda CX-9 2009,Mazda,CX-9,2009,local used,automatic,"₦ 6,900,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2007 Green,Toyota,Camry SE,2007,local used,automatic,"₦ 4,900,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Ivory,Toyota,Camry SE,2009,local used,automatic,"₦ 7,500,000"
Lexus GX 2015 Gray,Lexus,GX,2015,foreign used,automatic,"₦ 47,000,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6AM) 2010 Red,Toyota,Camry SE,2010,local used,automatic,"₦ 7,000,000"
Mercedes-Benz M Class 2013 Gray,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 20,000,000"
Lexus RX 350 FWD 2012 Gray,Lexus,RX 350,2012,foreign used,automatic,"₦ 19,800,000"
Mercedes-Benz GLE-Class 2017 Black,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 33,500,000"
Mercedes-Benz GLC-Class 2021 Black,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 70,000,000"
Land Rover Range Rover Vogue 2018 Gray,Land,Rover Range,2018,local used,automatic,"₦ 57,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2021 Black,Mercedes-Benz,GLE-Class GLE,2021,foreign used,automatic,"₦ 80,000,000"
Lexus RX 350 F SPORT Design AWD 2025 Gray,Lexus,RX 350,2025,foreign used,automatic,"₦ 125,000,000"
Honda Civic Touring Coupe 2019 Blue,Honda,Civic Touring,2019,foreign used,automatic,"₦ 18,500,000"
Toyota Corolla 2012 Gray,Toyota,Corolla,2012,local used,automatic,"₦ 8,500,000"
Toyota Corolla 2022 White,Toyota,Corolla,2022,foreign used,automatic,"₦ 20,500,000"
Mercedes-Benz GLC-Class 2020 Silver,Mercedes-Benz,GLC-Class,2020,foreign used,automatic,"₦ 43,000,000"
Toyota Hilux Revo Single Cab Petrol 2.7 RWD 2022 Gray,Toyota,Hilux Revo,2022,foreign used,automatic,"₦ 83,000,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2009 Red,Toyota,Camry SE,2009,foreign used,automatic,"₦ 10,500,000"
Toyota Sienna 2014 Brown,Toyota,Sienna,2014,foreign used,automatic,"₦ 15,500,000"
Toyota RAV4 2015 Black,Toyota,RAV4,2015,foreign used,automatic,"₦ 19,000,000"
Toyota Sienna LE 4WD 2007 Gray,Toyota,Sienna LE,2007,local used,automatic,"₦ 5,200,000"
Toyota Sienna 2013 Gray,Toyota,Sienna,2013,local used,automatic,"₦ 9,200,000"
Lexus ES 350 2009 Gray,Lexus,ES 350,2009,local used,automatic,"₦ 6,200,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Black,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 13,200,000"
Pontiac Vibe 2.4 GT 2010 Red,Pontiac,Vibe 2,2010,foreign used,automatic,"₦ 11,200,000"
Lexus RX 2021 Red,Lexus,RX,2021,foreign used,automatic,"₦ 60,000,000"
Toyota Corolla 2007 Silver,Toyota,Corolla,2007,local used,automatic,"₦ 5,200,000"
Toyota Sienna 2010 Silver,Toyota,Sienna,2010,foreign used,automatic,"₦ 11,500,000"
Lexus RX 2005 Blue,Lexus,RX,2005,local used,automatic,"₦ 7,550,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz GLA 250 2016 Blue,Mercedes-Benz,GLA 250,2016,foreign used,automatic,"₦ 17,200,000"
Toyota Corolla 1.6 VVT-i Luna Limousine 2007 Green,Toyota,Corolla 1,2007,local used,automatic,"₦ 6,600,000"
Toyota Corolla 1.8 TS 2004 Matt Black,Toyota,Corolla 1,2004,local used,automatic,"₦ 5,336,100"
Hyundai Elantra 2020 White,Hyundai,Elantra,2020,foreign used,automatic,"₦ 30,000,000"
BMW X3 2012 Black,BMW,X3,2012,foreign used,manual,"₦ 19,000,000"
Lexus RX 350 AWD 2013 White,Lexus,RX 350,2013,foreign used,automatic,"₦ 23,000,000"
Lexus ES 350 FWD 2015 Silver,Lexus,ES 350,2015,foreign used,automatic,"₦ 21,000,000"
Toyota 4-Runner 2017 White,Toyota,4-Runner,2017,foreign used,automatic,"₦ 46,500,000"
Land Rover Range Rover 5.0L Supercharged Autobiography 2014 Black,Land,Rover Range,2014,foreign used,automatic,"₦ 45,000,000"
Lexus LX 570 AWD 2017 Black,Lexus,LX 570,2017,foreign used,automatic,"₦ 95,000,000"
Toyota Hilux 2024 Black,Toyota,Hilux,2024,foreign used,automatic,"₦ 68,000,000"
Toyota Tundra 2024 Gray,Toyota,Tundra,2024,foreign used,automatic,"₦ 140,000,000"
Toyota Camry 2.4 XLE 2008 Blue,Toyota,Camry 2,2008,foreign used,automatic,"₦ 8,900,000"
Lexus ES 2014 Gray,Lexus,ES,2014,local used,automatic,"₦ 11,900,000"
Toyota Sequoia SR5 4dr SUV 4WD (5.7L 8cyl 6A) 2012 White,Toyota,Sequoia SR5,2012,foreign used,automatic,"₦ 19,500,000"
Peugeot 406 2.0 2008 Blue,Peugeot,406 2,2008,foreign used,automatic,"₦ 8,000,000"
Toyota Hilux 2021 White,Toyota,Hilux,2021,foreign used,automatic,"₦ 40,850,000"
Toyota RAV4 Limited 2022 White,Toyota,RAV4 Limited,2022,foreign used,automatic,"₦ 35,000,000"
Lexus RX 350 FWD 2018 Black,Lexus,RX 350,2018,local used,automatic,"₦ 33,000,000"
Toyota Highlander 2015 Red,Toyota,Highlander,2015,foreign used,automatic,"₦ 29,500,000"
Land Rover Range Rover 5.0L V8 Supercharged Autobiography 2019 Gold,Land,Rover Range,2019,foreign used,automatic,"₦ 70,500,000"
Toyota RAV4 Limited AWD 2020 Gray,Toyota,RAV4 Limited,2020,foreign used,automatic,"₦ 42,500,000"
Nissan Maxima SE 2005 Black,Nissan,Maxima SE,2005,foreign used,automatic,"₦ 4,700,000"
Ford Fusion SE AWD 2016 White,Ford,Fusion SE,2016,foreign used,automatic,"₦ 12,000,000"
Dodge Challenger 2016 White,Dodge,Challenger,2016,local used,automatic,"₦ 18,000,000"
Lexus RX 350 AWD 2008 Gray,Lexus,RX 350,2008,local used,automatic,"₦ 8,800,000"
Lexus GX 470 2004 Gold,Lexus,GX 470,2004,local used,automatic,"₦ 11,000,000"
Toyota Sienna XLE 7 Passenger 2011 Red,Toyota,Sienna XLE,2011,foreign used,automatic,"₦ 15,800,000"
Hyundai Sonata 2015 Silver,Hyundai,Sonata,2015,foreign used,automatic,"₦ 13,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Silver,Toyota,Camry LE,2008,local used,automatic,"₦ 6,200,000"
Nissan Murano 2015 Silver,Nissan,Murano,2015,foreign used,automatic,"₦ 16,500,000"
Toyota Corolla 2009 Green,Toyota,Corolla,2009,local used,automatic,"₦ 6,650,000"
Hyundai Santa Fe Limited 4dr SUV AWD w/Saddle Interior (3.3L 6cyl 6A),,,,foreign used,automatic,"₦ 17,000,000"
Toyota Highlander 2014 Gray,Toyota,Highlander,2014,foreign used,automatic,"₦ 23,500,000"
Toyota Highlander 2015 Blue,Toyota,Highlander,2015,foreign used,automatic,"₦ 16,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,Toyota,Camry XLE,2010,local used,automatic,"₦ 6,800,000"
Toyota Camry 2013 Silver,Toyota,Camry,2013,foreign used,automatic,"₦ 14,000,000"
Honda Accord Sport 4dr Sedan (2.4L 4cyl 6M) 2015 Off white,Honda,Accord Sport,2015,foreign used,automatic,"₦ 17,900,000"
Toyota Land Cruiser 2019 White,Toyota,Land Cruiser,2019,foreign used,automatic,"₦ 85,000,000"
Hyundai Santa Fe 3.3 Limited 2008 Black,Hyundai,Santa Fe,2008,local used,automatic,"₦ 5,680,000"
Lexus RX 2008 Blue,Lexus,RX,2008,foreign used,automatic,"₦ 12,150,000"
Toyota Corolla L (1.8L 4cyl 2A) 2019 White,Toyota,Corolla L,2019,foreign used,automatic,"₦ 23,000,000"
Toyota Land Cruiser Prado 2.7 i 16V 2008 Black,Toyota,Land Cruiser,2008,local used,automatic,"₦ 11,800,000"
Toyota Highlander Limited V6 2005 Gold,Toyota,Highlander Limited,2005,local used,automatic,"₦ 6,500,000"
Lexus NX 2025 Black,Lexus,NX,2025,foreign used,automatic,"₦ 68,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 35,800,000"
Mercedes-Benz GL-Class GL550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),,,,foreign used,automatic,"₦ 36,000,000"
Toyota Land Cruiser 2012 Black,Toyota,Land Cruiser,2012,local used,automatic,"₦ 39,999,999"
Lexus ES 2014 Black,Lexus,ES,2014,foreign used,automatic,"₦ 17,000,000"
Honda Accord 2007 White,Honda,Accord,2007,local used,automatic,"₦ 2,500,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,foreign used,automatic,"₦ 8,500,000"
Toyota Camry 1998 Black,Toyota,Camry,1998,local used,automatic,"₦ 2,600,000"
Toyota Camry 2002 Gold,Toyota,Camry,2002,local used,automatic,"₦ 4,500,000"
Lexus IS 200 2008 Black,Lexus,IS 200,2008,local used,automatic,"₦ 6,800,000"
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,500,000"
Ford Focus 1.8 TDCi Trend 2006 Silver,Ford,Focus 1,2006,foreign used,automatic,"₦ 3,650,000"
Land Rover Range Rover Sport 2009 Red,Land,Rover Range,2009,local used,automatic,"₦ 8,000,000"
Lexus RX 350 F SPORT Handling AWD 2022 Gray,Lexus,RX 350,2022,foreign used,automatic,"₦ 75,000,000"
Toyota RAV4 2015 Silver,Toyota,RAV4,2015,foreign used,automatic,"₦ 18,500,000"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,000,000"
Honda CR-V 2012 Brown,Honda,CR-V,2012,local used,automatic,"₦ 7,700,000"
Lexus GX 460 Luxury 2014 Silver,Lexus,GX 460,2014,local used,automatic,"₦ 35,000,000"
Toyota RAV4 2008 Red,Toyota,RAV4,2008,foreign used,automatic,"₦ 10,900,000"
Toyota Highlander 2.4 2001 Blue,Toyota,Highlander 2,2001,local used,automatic,"₦ 4,800,000"
Toyota Tundra 2011 Black,Toyota,Tundra,2011,foreign used,automatic,"₦ 23,000,000"
Cadillac Escalade ESV 2010 Black,Cadillac,Escalade ESV,2010,local used,automatic,"₦ 40,000,000"
Lexus ES 350 2008 Black,Lexus,ES 350,2008,local used,automatic,"₦ 8,000,000"
Mini Countryman 2014 Brown,Mini,Countryman,2014,foreign used,automatic,"₦ 14,500,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,"₦ 5,800,000"
Mercedes-Benz E350 2022 Black,Mercedes-Benz,E350,2022,foreign used,automatic,"₦ 98,500,000"
Toyota Corolla 2014 Black,Toyota,Corolla,2014,local used,automatic,"₦ 9,500,000"
Toyota Corolla 2004 Gray,Toyota,Corolla,2004,local used,automatic,"₦ 4,500,000"
Honda Pilot EX-L 4x4 (3.5L 6cyl 5A) 2007 Gray,Honda,Pilot EX-L,2007,foreign used,automatic,"₦ 6,000,000"
Lexus GX 460 Luxury 2015 White,Lexus,GX 460,2015,foreign used,automatic,"₦ 46,000,000"
Toyota Sienna 2011 Gray,Toyota,Sienna,2011,local used,automatic,"₦ 10,500,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,local used,automatic,"₦ 5,800,000"
Toyota Avensis 2008 Blue,Toyota,Avensis,2008,local used,automatic,"₦ 4,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 47,000,000"
Toyota Sienna XLE 7-Passenger 4dr Minivan AWD (3.5L 6cyl 6A) 2015 Black,Toyota,Sienna XLE,2015,foreign used,automatic,"₦ 18,850,000"
Mercedes-Benz C280 2007 Black,Mercedes-Benz,C280,2007,foreign used,automatic,"₦ 7,000,000"
Toyota Camry 2025 Gray,Toyota,Camry,2025,foreign used,automatic,"₦ 59,000,000"
Rover Land 2016 Black,Rover,Land,2016,local used,automatic,"₦ 17,500,000"
Toyota Avensis Liftback 2004 Silver,Toyota,Avensis Liftback,2004,foreign used,manual,"₦ 7,500,000"
Lexus RX 2015 Gray,Lexus,RX,2015,foreign used,automatic,"₦ 22,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Red,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 13,000,000"
Volkswagen Beetle 2.0T Final Edition SEL Hatchback 2019 Silver,Volkswagen,Beetle 2,2019,foreign used,automatic,"₦ 15,500,000"
Toyota Camry 2.4 XLE 2008 Red,Toyota,Camry 2,2008,foreign used,automatic,"₦ 9,500,000"
Mercedes-Benz M Class 2013 Blue,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 23,500,000"
Mercedes-Benz GLA 250 2015 Silver,Mercedes-Benz,GLA 250,2015,foreign used,automatic,"₦ 24,500,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Gray,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 27,000,000"
Lexus RX 350 2007 Silver,Lexus,RX 350,2007,local used,automatic,"₦ 8,800,000"
Honda Crosstour 2011 Blue,Honda,Crosstour,2011,local used,automatic,"₦ 7,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 White,Mercedes-Benz,GLK-Class 350,2013,local used,automatic,"₦ 13,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Black,Toyota,Camry LE,2009,foreign used,automatic,"₦ 8,500,000"
Toyota Sienna LE & 1 hatch 2000 Blue,Toyota,Sienna LE,2000,local used,automatic,"₦ 8,500,000"
Toyota Land Cruiser Prado 2019 Black,Toyota,Land Cruiser,2019,local used,automatic,"₦ 46,000,000"
Lexus RX 350 2007 Blue,Lexus,RX 350,2007,local used,automatic,"₦ 8,900,000"
Toyota Corolla 2018 Red,Toyota,Corolla,2018,foreign used,automatic,"₦ 17,500,000"
Land Rover Range Rover 2015 Black,Land,Rover Range,2015,foreign used,automatic,"₦ 40,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015 Gray,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 19,800,000"
Mercedes-Benz GLE-Class GLE 350 2017 White,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 35,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Gold,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 58,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Black,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 14,000,000"
Lexus RX 350 2010 Gold,Lexus,RX 350,2010,local used,automatic,"₦ 12,900,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,local used,automatic,"₦ 3,760,000"
Toyota Land Cruiser Prado 2008 Black,Toyota,Land Cruiser,2008,local used,automatic,"₦ 13,800,000"
Mercedes-Benz C300 2013 Blue,Mercedes-Benz,C300,2013,foreign used,automatic,"₦ 12,500,000"
Toyota Camry 2.4 LE 2008 Black,Toyota,Camry 2,2008,foreign used,automatic,"₦ 9,000,000"
Toyota Camry LE (2.5L 4cyl 8A) 2019 Silver,Toyota,Camry LE,2019,foreign used,automatic,"₦ 21,500,000"
Toyota Camry L FWD (2.5L 4cyl 8AM) 2018 Silver,Toyota,Camry L,2018,foreign used,automatic,"₦ 27,800,000"
Mercedes-Benz B-Class 2009 Gray,Mercedes-Benz,B-Class,2009,foreign used,automatic,"₦ 7,000,000"
Lexus ES 350 2010 Silver,Lexus,ES 350,2010,foreign used,automatic,"₦ 10,800,000"
